Unnamed: 0,created_at,user_id,username,tweet,place,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
63,2021-01-06,3136335558,geemclachlan,"@Channel4News just signing off with  ""Try and have a good evening""  Brilliant!! This is just so 2020/2021  #COVID19  #Merica  #TrumpRally",,London,signing try good evening brilliant merica trumpraly,"['signing', 'try', 'good', 'evening', 'brilliant', 'merica', 'trumpraly']","['signing', 'try', 'good', 'evening', 'brilliant', 'merica', 'trumpraly']",signing try good evening brilliant merica trumpraly,"[('signing', 'v'), ('try', 'n'), ('good', 'a'), ('evening', 'n'), ('brilliant', 'n'), ('merica', 'n'), ('trumpraly', 'n')]",  sign try good evening brilliant merica trumpraly,0.75,0.7717,0.8,1,1,1
64,2021-01-06,892354992618819585,mayumi_rossi,Key London hospital preparing for Covid-only care as cases surge  https://t.co/dqip9yqPsU @MarcelLevi @FloPanelCoates  I’m so proud working @UCLH #OneTeam,,London,key hospital preparing care cases surge proud working oneteam,"['key', 'hospital', 'preparing', 'care', 'cases', 'surge', 'proud', 'working', 'oneteam']","['key', 'hospital', 'preparing', 'care', 'case', 'surge', 'proud', 'working', 'oneteam']",key hospital preparing care case surge proud working oneteam,"[('key', 'a'), ('hospital', 'n'), ('preparing', 'v'), ('care', 'n'), ('cases', 'n'), ('surge', 'v'), ('proud', 'a'), ('working', 'n'), ('oneteam', 'n')]",  key hospital prepare care case surge proud working oneteam,0.375,0.743,0.4,1,1,1
65,2021-01-06,555373713,andrewjcnurse,Lidl’s bakery is like ordering a Covid Takeaway 🤢,,London,lidl bakery like ordering takeaway nauseated face,"['lidl', 'bakery', 'like', 'ordering', 'takeaway', 'nauseated', 'face']","['lidl', 'bakery', 'like', 'ordering', 'takeaway', 'nauseated', 'face']",lidl bakery like ordering takeaway nauseated face,"[('lidl', 'a'), ('bakery', 'n'), ('like', None), ('ordering', 'v'), ('takeaway', 'r'), ('nauseated', 'v'), ('face', 'n')]",  lidl bakery like order takeaway nauseate face,0.0,0.3612,0.0,0,0,1
68,2021-01-06,235151843,admckdoc,"Today’s story from a friend, he  bumped into a neighbour on driveway.  “Hi how’s your sister (had a recent cough)  “Feels ok, but is COVID positive”  “Oh? You were with her right so you are isolating?”  “Worse mate....I’m positive too”  “Oh no....but you have been out shopping?",,London,today story friend bumped neighbour driveway sister recent cough feels positive right isolating worse mate positive no shopping,"['today', 'story', 'friend', 'bumped', 'neighbour', 'driveway', 'sister', 'recent', 'cough', 'feels', 'positive', 'right', 'isolating', 'worse', 'mate', 'positive', 'no', 'shopping']","['today', 'story', 'friend', 'bumped', 'neighbour', 'driveway', 'sister', 'recent', 'cough', 'feel', 'positive', 'right', 'isolating', 'worse', 'mate', 'positive', 'no', 'shopping']",today story friend bumped neighbour driveway sister recent cough feel positive right isolating worse mate positive no shopping,"[('today', 'n'), ('story', 'n'), ('friend', 'n'), ('bumped', 'v'), ('neighbour', 'a'), ('driveway', 'n'), ('sister', 'n'), ('recent', 'a'), ('cough', 'n'), ('feels', 'n'), ('positive', 'a'), ('right', 'a'), ('isolating', 'v'), ('worse', 'a'), ('mate', 'n'), ('positive', 'a'), ('no', None), ('shopping', 'n')]",  today story friend bump neighbour driveway sister recent cough feel positive right isolate bad mate positive no shopping,0.875,0.5994,0.008051948051948,1,1,1
70,2021-01-06,8821542,mblinder,Just realized that so many of these Trump fanatics are probably carrying Covid with them... I hope all the people trying work in the capitol are safe!! #TrumpRally,,London,realized many fanatics probably carrying hope people trying work capitol safe trumpraly,"['realized', 'many', 'fanatics', 'probably', 'carrying', 'hope', 'people', 'trying', 'work', 'capitol', 'safe', 'trumpraly']","['realized', 'many', 'fanatic', 'probably', 'carrying', 'hope', 'people', 'trying', 'work', 'capitol', 'safe', 'trumpraly']",realized many fanatic probably carrying hope people trying work capitol safe trumpraly,"[('realized', 'v'), ('many', 'a'), ('fanatics', 'n'), ('probably', 'r'), ('carrying', 'v'), ('hope', 'n'), ('people', 'n'), ('trying', 'v'), ('work', 'n'), ('capitol', 'n'), ('safe', 'a'), ('trumpraly', 'n')]",  realize many fanatic probably carry hope people try work capitol safe trumpraly,0.5,0.7003,0.2333333333333333,1,1,1
71,2021-01-06,2864694011,canddnaimah,@ChemistDruggist have launched a petition asking @NHSEngland to allow more community pharmacies to vaccinate patients against COVID-19 - sign below 👇🏼👇🏼,,London,launched petition asking allow community pharmacies vaccinate patients sign backhand index pointing medium light skin tone backhand index pointing medium light skin tone,"['launched', 'petition', 'asking', 'allow', 'community', 'pharmacies', 'vaccinate', 'patients', 'sign', 'backhand', 'index', 'pointing', 'medium', 'light', 'skin', 'tone', 'backhand', 'index', 'pointing', 'medium', 'light', 'skin', 'tone']","['launched', 'petition', 'asking', 'allow', 'community', 'pharmacy', 'vaccinate', 'patient', 'sign', 'backhand', 'index', 'pointing', 'medium', 'light', 'skin', 'tone', 'backhand', 'index', 'pointing', 'medium', 'light', 'skin', 'tone']",launched petition asking allow community pharmacy vaccinate patient sign backhand index pointing medium light skin tone backhand index pointing medium light skin tone,"[('launched', 'v'), ('petition', 'n'), ('asking', 'v'), ('allow', 'a'), ('community', 'n'), ('pharmacies', 'n'), ('vaccinate', 'v'), ('patients', 'n'), ('sign', 'a'), ('backhand', 'v'), ('index', 'n'), ('pointing', 'v'), ('medium', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n'), ('backhand', 'n'), ('index', 'n'), ('pointing', 'v'), ('medium', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n')]",  launch petition ask allow community pharmacy vaccinate patient sign backhand index point medium light skin tone backhand index point medium light skin tone,-0.625,0.2263,0.4,1,-1,1
73,2021-01-06,3031052802,deeokelly1,"@socksknitter @Femi_Sorry @adamjbolton Thanks to your son for his work. I have Long Covid and it absolutely infuriates me how otherwise rational people can possibly downplay this. I am a totally changed person because of this, and I'm one of the lucky ones.",,London,thanks son work long absolutely infuriates otherwise rational people possibly downplay totally changed person one lucky ones,"['thanks', 'son', 'work', 'long', 'absolutely', 'infuriates', 'otherwise', 'rational', 'people', 'possibly', 'downplay', 'totally', 'changed', 'person', 'one', 'lucky', 'ones']","['thanks', 'son', 'work', 'long', 'absolutely', 'infuriates', 'otherwise', 'rational', 'people', 'possibly', 'downplay', 'totally', 'changed', 'person', 'one', 'lucky', 'one']",thanks son work long absolutely infuriates otherwise rational people possibly downplay totally changed person one lucky one,"[('thanks', 'n'), ('son', 'v'), ('work', 'n'), ('long', 'r'), ('absolutely', 'r'), ('infuriates', 'v'), ('otherwise', 'a'), ('rational', 'a'), ('people', 'n'), ('possibly', 'r'), ('downplay', 'v'), ('totally', 'r'), ('changed', 'v'), ('person', 'n'), ('one', None), ('lucky', 'n'), ('ones', 'n')]",  thanks son work long absolutely infuriate otherwise rational people possibly downplay totally change person one lucky one,1.625,0.2975,0.1138888888888888,1,1,1
77,2021-01-06,2563537748,masterbaneuk,I can highly recommend @Fetishdaddygear #Leather #Muzzles!!  Changed up my #PPE game and been enjoying the aroma and feel of leather encasing my face for my bus journey tonight 😈😈💦  #COVID19 #coronavirus #covid #publichealth @TfL  https://t.co/c4f6tSNo7D,,London,highly recommend leather muzzles changed game enjoying aroma feel leather encasing face bus journey tonight smiling face horns smiling face horns sweat droplets publichealth,"['highly', 'recommend', 'leather', 'muzzles', 'changed', 'game', 'enjoying', 'aroma', 'feel', 'leather', 'encasing', 'face', 'bus', 'journey', 'tonight', 'smiling', 'face', 'horns', 'smiling', 'face', 'horns', 'sweat', 'droplets', 'publichealth']","['highly', 'recommend', 'leather', 'muzzle', 'changed', 'game', 'enjoying', 'aroma', 'feel', 'leather', 'encasing', 'face', 'bus', 'journey', 'tonight', 'smiling', 'face', 'horn', 'smiling', 'face', 'horn', 'sweat', 'droplet', 'publichealth']",highly recommend leather muzzle changed game enjoying aroma feel leather encasing face bus journey tonight smiling face horn smiling face horn sweat droplet publichealth,"[('highly', 'r'), ('recommend', 'v'), ('leather', 'n'), ('muzzles', 'n'), ('changed', 'v'), ('game', 'n'), ('enjoying', 'v'), ('aroma', 'r'), ('feel', 'v'), ('leather', 'r'), ('encasing', 'v'), ('face', 'n'), ('bus', 'n'), ('journey', 'n'), ('tonight', 'n'), ('smiling', 'v'), ('face', 'n'), ('horns', 'n'), ('smiling', 'v'), ('face', 'n'), ('horns', 'n'), ('sweat', 'v'), ('droplets', 'n'), ('publichealth', 'v')]",  highly recommend leather muzzle change game enjoy aroma feel leather encase face bus journey tonight smile face horn smile face horn sweat droplet publichealth,0.75,0.8748,0.152,1,1,1
80,2021-01-06,106598691,shaq666_uk,How is the NHS struggling to cope with 30000 covid patients? Hardly seems like a large number when you consider we have around 1300 hospitals in the UK.  #coronavirusuk #COVID19 #UKlockdown3 #coronavirus #DefundTheBBC #uk,,London,struggling cope patients hardly seems like large number consider around hospitals coronavirusuk uklockdown defundthebc,"['struggling', 'cope', 'patients', 'hardly', 'seems', 'like', 'large', 'number', 'consider', 'around', 'hospitals', 'coronavirusuk', 'uklockdown', 'defundthebc']","['struggling', 'cope', 'patient', 'hardly', 'seems', 'like', 'large', 'number', 'consider', 'around', 'hospital', 'coronavirusuk', 'uklockdown', 'defundthebc']",struggling cope patient hardly seems like large number consider around hospital coronavirusuk uklockdown defundthebc,"[('struggling', 'v'), ('cope', 'n'), ('patients', 'n'), ('hardly', 'r'), ('seems', 'v'), ('like', None), ('large', 'a'), ('number', 'n'), ('consider', 'v'), ('around', None), ('hospitals', 'n'), ('coronavirusuk', 'v'), ('uklockdown', 'a'), ('defundthebc', 'n')]",  struggle cope patient hardly seem like large number consider around hospital coronavirusuk uklockdown defundthebc,0.375,0.0571,-0.0386904761904762,-1,1,1
81,2021-01-06,1238060391760101376,martinlondontht,Everytime I see someone’s COVID vaccination card on Twitter a little voice in my head screams “Yessssssssss!!!!”,,London,everytime see someone card twitter little voice head screams yess,"['everytime', 'see', 'someone', 'card', 'twitter', 'little', 'voice', 'head', 'screams', 'yess']","['everytime', 'see', 'someone', 'card', 'twitter', 'little', 'voice', 'head', 'scream', 'yes']",everytime see someone card twitter little voice head scream yes,"[('everytime', 'r'), ('see', 'v'), ('someone', 'n'), ('card', 'n'), ('twitter', 'n'), ('little', 'a'), ('voice', 'n'), ('head', 'n'), ('screams', 'n'), ('yess', 'n')]",  everytime see someone card twitter little voice head scream yes,0.0,0.0679,-0.1875,-1,0,1
91,2021-01-06,282662227,valeriewillson,"Thanks for the kindness folks. Day 2 of antibiotics, new covid tests sent off this morning. Any tips on how to clear a stubborn congested chest would be much appreciated 👍🏼",,London,thanks kindness folks day antibiotics new tests sent morning tips clear stubborn congested chest would much appreciated thumbs medium light skin tone,"['thanks', 'kindness', 'folks', 'day', 'antibiotics', 'new', 'tests', 'sent', 'morning', 'tips', 'clear', 'stubborn', 'congested', 'chest', 'would', 'much', 'appreciated', 'thumbs', 'medium', 'light', 'skin', 'tone']","['thanks', 'kindness', 'folk', 'day', 'antibiotic', 'new', 'test', 'sent', 'morning', 'tip', 'clear', 'stubborn', 'congested', 'chest', 'would', 'much', 'appreciated', 'thumb', 'medium', 'light', 'skin', 'tone']",thanks kindness folk day antibiotic new test sent morning tip clear stubborn congested chest would much appreciated thumb medium light skin tone,"[('thanks', 'n'), ('kindness', 'a'), ('folks', 'n'), ('day', 'n'), ('antibiotics', 'v'), ('new', 'a'), ('tests', 'n'), ('sent', 'v'), ('morning', 'n'), ('tips', 'n'), ('clear', 'v'), ('stubborn', 'a'), ('congested', 'v'), ('chest', 'a'), ('would', None), ('much', 'r'), ('appreciated', 'v'), ('thumbs', 'a'), ('medium', 'n'), ('light', 'a'), ('skin', 'n'), ('tone', 'n')]",  thanks kindness folk day antibiotics new test send morning tip clear stubborn congest chest would much appreciate thumbs medium light skin tone,-0.25,0.8176,0.2072727272727272,1,-1,1
93,2021-01-06,53736895,mr_rolph,@M_Star_Online I think it’s safe to say everywhere is Covid hit at the moment.....,,London,think safe say everywhere hit moment,"['think', 'safe', 'say', 'everywhere', 'hit', 'moment']","['think', 'safe', 'say', 'everywhere', 'hit', 'moment']",think safe say everywhere hit moment,"[('think', 'n'), ('safe', 'a'), ('say', 'v'), ('everywhere', 'r'), ('hit', 'v'), ('moment', 'n')]",  think safe say everywhere hit moment,0.375,0.4404,0.5,1,1,1
94,2021-01-06,21703269,outlandishcreat,Taralyn Bellucci loves her new mug that I made her and doesn’t she look gorgeous with it?! Another happy client!  #muglife #clients #mugs #outlandishcreations #covid19 #britishdesigner #designer #handmade #gift #madetoorder #personalised #design #londonlife  #london  https://t.co/pdUHl0X7j1,,London,taralyn beluci loves new mug made not look gorgeous another happy client muglife clients mugs outlandishcreations britishdesigner designer handmade gift madetorder personalised design londonlife,"['taralyn', 'beluci', 'loves', 'new', 'mug', 'made', 'not', 'look', 'gorgeous', 'another', 'happy', 'client', 'muglife', 'clients', 'mugs', 'outlandishcreations', 'britishdesigner', 'designer', 'handmade', 'gift', 'madetorder', 'personalised', 'design', 'londonlife']","['taralyn', 'beluci', 'love', 'new', 'mug', 'made', 'not', 'look', 'gorgeous', 'another', 'happy', 'client', 'muglife', 'client', 'mug', 'outlandishcreations', 'britishdesigner', 'designer', 'handmade', 'gift', 'madetorder', 'personalised', 'design', 'londonlife']",taralyn beluci love new mug made not look gorgeous another happy client muglife client mug outlandishcreations britishdesigner designer handmade gift madetorder personalised design londonlife,"[('taralyn', 'n'), ('beluci', 'n'), ('loves', 'v'), ('new', 'a'), ('mug', 'n'), ('made', 'v'), ('not', 'r'), ('look', 'v'), ('gorgeous', 'a'), ('another', None), ('happy', 'a'), ('client', 'n'), ('muglife', 'n'), ('clients', 'n'), ('mugs', 'v'), ('outlandishcreations', 'n'), ('britishdesigner', 'v'), ('designer', 'n'), ('handmade', 'n'), ('gift', 'n'), ('madetorder', 'n'), ('personalised', 'v'), ('design', 'n'), ('londonlife', 'n')]",  taralyn beluci love new mug make not look gorgeous another happy client muglife client mug outlandishcreations britishdesigner designer handmade gift madetorder personalise design londonlife,1.625,0.8215,0.5340909090909092,1,1,1
95,2021-01-06,1044713760718508033,lkilraine,"NEW: #COVID19 cases for week beginning 26 Dec- 1 Jan  #Lewisham  2,860 cases (increase +699) total 12,723  #Southwark  2,807 cases (+612) total 13,357",,London,new cases week beginning dec jan lewisham cases increase total southwark cases total,"['new', 'cases', 'week', 'beginning', 'dec', 'jan', 'lewisham', 'cases', 'increase', 'total', 'southwark', 'cases', 'total']","['new', 'case', 'week', 'beginning', 'dec', 'jan', 'lewisham', 'case', 'increase', 'total', 'southwark', 'case', 'total']",new case week beginning dec jan lewisham case increase total southwark case total,"[('new', 'a'), ('cases', 'n'), ('week', 'n'), ('beginning', 'v'), ('dec', 'a'), ('jan', 'n'), ('lewisham', 'n'), ('cases', 'n'), ('increase', 'v'), ('total', 'a'), ('southwark', 'n'), ('cases', 'n'), ('total', 'a')]",  new case week begin dec jan lewisham case increase total southwark case total,0.375,0.3182,0.0454545454545454,1,1,1
99,2021-01-06,586062716,maja_68,"I keep hearing the NHS is on the brink of collapse. The truth is it already has. We’re so focussed on the ability to cope with COVID, we neglect to consider other areas of care that are now shut to divert resources. #FundtheNHS #NHS",,London,keep hearing brink collapse truth already focussed ability cope neglect consider areas care shut divert resources fundthenhs,"['keep', 'hearing', 'brink', 'collapse', 'truth', 'already', 'focussed', 'ability', 'cope', 'neglect', 'consider', 'areas', 'care', 'shut', 'divert', 'resources', 'fundthenhs']","['keep', 'hearing', 'brink', 'collapse', 'truth', 'already', 'focussed', 'ability', 'cope', 'neglect', 'consider', 'area', 'care', 'shut', 'divert', 'resource', 'fundthenhs']",keep hearing brink collapse truth already focussed ability cope neglect consider area care shut divert resource fundthenhs,"[('keep', 'v'), ('hearing', 'n'), ('brink', 'n'), ('collapse', 'n'), ('truth', 'n'), ('already', 'r'), ('focussed', 'v'), ('ability', 'n'), ('cope', 'n'), ('neglect', 'a'), ('consider', 'n'), ('areas', 'n'), ('care', 'v'), ('shut', 'v'), ('divert', 'a'), ('resources', 'n'), ('fundthenhs', 'v')]",  keep hearing brink collapse truth already focussed ability cope neglect consider area care shut divert resource fundthenhs,1.375,0.1531,0.0,0,1,1
102,2021-01-06,777770768,johnstapletontv,Terrific Covid piece on @bbcnews just now by @BBCFergusWalsh and team at ICU unit in London,,London,terrific piece team icu unit,"['terrific', 'piece', 'team', 'icu', 'unit']","['terrific', 'piece', 'team', 'icu', 'unit']",terrific piece team icu unit,"[('terrific', 'a'), ('piece', 'n'), ('team', 'n'), ('icu', 'n'), ('unit', 'n')]",  terrific piece team icu unit,0.0,0.4767,0.0,0,0,1
103,2021-01-06,1322162148009791488,notthefirstdb,"@ParkUpton1 @BristOliver Wait... before I go on, I mean that the number of covid hospital admissions is the highest since the start of this.",,London,wait mean number hospital admissions highest since start,"['wait', 'mean', 'number', 'hospital', 'admissions', 'highest', 'since', 'start']","['wait', 'mean', 'number', 'hospital', 'admission', 'highest', 'since', 'start']",wait mean number hospital admission highest since start,"[('wait', 'n'), ('mean', 'n'), ('number', 'n'), ('hospital', 'n'), ('admissions', 'n'), ('highest', 'a'), ('since', None), ('start', 'n')]",  wait mean number hospital admission high since start,-0.25,0.0772,-0.07625,-1,-1,1
104,2021-01-06,981420394094759939,grahamftsug,"Had my covid-19 vaccination today, huge thanks to colleagues at @HRCH_NHS and @KingstonHospNHS for the smooth booking process and the safe way in which the vaccination was organised and carried out! #thankyou #proud  https://t.co/aSuk38h3z6",,London,today huge thanks colleagues smooth booking process safe way organised carried thankyou proud,"['today', 'huge', 'thanks', 'colleagues', 'smooth', 'booking', 'process', 'safe', 'way', 'organised', 'carried', 'thankyou', 'proud']","['today', 'huge', 'thanks', 'colleague', 'smooth', 'booking', 'process', 'safe', 'way', 'organised', 'carried', 'thankyou', 'proud']",today huge thanks colleague smooth booking process safe way organised carried thankyou proud,"[('today', 'n'), ('huge', 'a'), ('thanks', 'n'), ('colleagues', 'n'), ('smooth', 'v'), ('booking', 'v'), ('process', 'n'), ('safe', 'a'), ('way', 'n'), ('organised', 'v'), ('carried', 'v'), ('thankyou', 'a'), ('proud', 'n')]",  today huge thanks colleague smooth book process safe way organise carry thankyou proud,0.125,0.8807,0.4599999999999999,1,1,1
105,2021-01-06,3491899822,georgiamaew_,what’s the point of my uni offering free covid tests if I’m not allowed on campus for any lectures? make it make sense..,,London,point uni offering free tests not allowed campus lectures make make sense,"['point', 'uni', 'offering', 'free', 'tests', 'not', 'allowed', 'campus', 'lectures', 'make', 'make', 'sense']","['point', 'uni', 'offering', 'free', 'test', 'not', 'allowed', 'campus', 'lecture', 'make', 'make', 'sense']",point uni offering free test not allowed campus lecture make make sense,"[('point', 'n'), ('uni', 'a'), ('offering', 'n'), ('free', 'a'), ('tests', 'n'), ('not', 'r'), ('allowed', 'v'), ('campus', 'n'), ('lectures', 'n'), ('make', 'v'), ('make', 'v'), ('sense', 'n')]",  point uni offering free test not allow campus lecture make make sense,0.25,0.3887,0.4,1,1,1
106,2021-01-06,136396429,hillgolfacademy,Glad I am on #DryJanuary #COVID19 #vaccine  https://t.co/YNCrLh2sCe,,London,glad dryjanuary,"['glad', 'dryjanuary']","['glad', 'dryjanuary']",glad dryjanuary,"[('glad', 'a'), ('dryjanuary', 'n')]",  glad dryjanuary,-0.5,0.4588,0.5,1,-1,1
109,2021-01-06,291654599,joylawn,Pregnancy is a time of hopes + fears .. given #COVID19 coronacoaster + #lockdown maybe fear on steroids for some. Do spread the news about @bestbeginnings free support for new parents. Thanks to the wonderful @AlisonBaum and team,,London,pregnancy time hopes fears given coronacoaster maybe fear steroids spread news free support new parents thanks wonderful team,"['pregnancy', 'time', 'hopes', 'fears', 'given', 'coronacoaster', 'maybe', 'fear', 'steroids', 'spread', 'news', 'free', 'support', 'new', 'parents', 'thanks', 'wonderful', 'team']","['pregnancy', 'time', 'hope', 'fear', 'given', 'coronacoaster', 'maybe', 'fear', 'steroid', 'spread', 'news', 'free', 'support', 'new', 'parent', 'thanks', 'wonderful', 'team']",pregnancy time hope fear given coronacoaster maybe fear steroid spread news free support new parent thanks wonderful team,"[('pregnancy', 'n'), ('time', 'n'), ('hopes', 'v'), ('fears', 'n'), ('given', 'v'), ('coronacoaster', 'n'), ('maybe', 'r'), ('fear', 'a'), ('steroids', 'n'), ('spread', 'v'), ('news', 'n'), ('free', 'a'), ('support', 'n'), ('new', 'a'), ('parents', 'n'), ('thanks', 'n'), ('wonderful', 'v'), ('team', 'n')]",  pregnancy time hop fear give coronacoaster maybe fear steroid spread news free support new parent thanks wonderful team,-0.125,0.7351,0.4340909090909091,1,-1,1
